NAME,LATITUDE,LONGITUDE,LOCATION_GUIDE,URL,SPECIES,,NAME;LATITUDE;LONGITUDE;LOCATION_GUIDE;URL;SPECIES
Doehead Lake,46.85,-83.01666667,Algoma Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46518301,-LAKE_TROUT-,,Doehead Lake;46.85;-83.01666667;Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46518301;-LAKE_TROUT-
Lake Timiskaming,47.13138889,-79.44611111,Timiskaming Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46527915,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-MOONEYE-LING_(BURBOT)-SMALLMOUTH_BASS-SAUGER-WALLEYE-,,Lake Timiskaming;47.13138889;-79.44611111;Timiskaming Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46527915;-CISCO(LAKE_HERRING)-NORTHERN_PIKE-MOONEYE-LING_(BURBOT)-SMALLMOUTH_BASS-SAUGER-WALLEYE-
Cross Lake,46.87166667,-79.96611111,"Torrington & Yates Twps., Nipissing Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46527957,-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-,,"Cross Lake;46.87166667;-79.96611111;Torrington & Yates Twps., Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46527957;-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-"
Aileen Lake,46.87861111,-80.01777778,"Vogt Twp., Nipissing Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46528001,-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-,,"Aileen Lake;46.87861111;-80.01777778;Vogt Twp., Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46528001;-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-"
Jumping Cariboo Lake,46.8825,-79.77555556,"Olive & Law Twps., Nipissing Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46537949,-WALLEYE-,,"Jumping Cariboo Lake;46.8825;-79.77555556;Olive & Law Twps., Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46537949;-WALLEYE-"
Bobowash Lake,46.55277778,-82.78083333,"Raimbault Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46538247,-LAKE_TROUT-,,"Bobowash Lake;46.55277778;-82.78083333;Raimbault Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46538247;-LAKE_TROUT-"
Emerald Lake,46.91555556,-80.32277778,"Afton Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46548019,-LAKE_TROUT-,,"Emerald Lake;46.91555556;-80.32277778;Afton Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46548019;-LAKE_TROUT-"
Halfway Lake,46.89472222,-81.63638889,"Ulster & Antrim Twps., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46548138,-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-,,"Halfway Lake;46.89472222;-81.63638889;Ulster & Antrim Twps., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46548138;-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-"
Ranger Lake,46.89944444,-83.55666667,"Reilly Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46548334,-LAKE_TROUT-,,"Ranger Lake;46.89944444;-83.55666667;Reilly Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46548334;-LAKE_TROUT-"
Pedro Lake,46.91638889,-80.5375,"Sheppard Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558032,-LAKE_TROUT-,,"Pedro Lake;46.91638889;-80.5375;Sheppard Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558032;-LAKE_TROUT-"
Fraleck Lake,46.91444444,-80.8825,"Fraleck Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558053,-LAKE_TROUT-SMALLMOUTH_BASS-WALLEYE-,,"Fraleck Lake;46.91444444;-80.8825;Fraleck Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558053;-LAKE_TROUT-SMALLMOUTH_BASS-WALLEYE-"
Jeanne Lake,46.92388889,-82.18805556,"Beebe Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558211,-LAKE_TROUT-WALLEYE-,,"Jeanne Lake;46.92388889;-82.18805556;Beebe Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558211;-LAKE_TROUT-WALLEYE-"
Rocky Island Lake,46.91833333,-83.02277778,Algoma Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558304,-WALLEYE-,,Rocky Island Lake;46.91833333;-83.02277778;Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558304;-WALLEYE-
Aubrey Lake,46.90555556,-83.18611111,"Misssissagi River, Martel Twp.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558313,-NORTHERN_PIKE-,,"Aubrey Lake;46.90555556;-83.18611111;Misssissagi River, Martel Twp.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558313;-NORTHERN_PIKE-"
Achigan Lake,46.91666667,-84.2,"Marne Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558412,-LAKE_TROUT-SMALLMOUTH_BASS-,,"Achigan Lake;46.91666667;-84.2;Marne Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46558412;-LAKE_TROUT-SMALLMOUTH_BASS-"
Venetion Lake,46.94638889,-81.24777778,"Botha Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46568115,-NORTHERN_PIKE-SMALLMOUTH_BASS-,,"Venetion Lake;46.94638889;-81.24777778;Botha Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46568115;-NORTHERN_PIKE-SMALLMOUTH_BASS-"
Antrim Lake,46.93527778,-81.62611111,"Antrim Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46568137,-SMALLMOUTH_BASS-,,"Antrim Lake;46.93527778;-81.62611111;Antrim Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46568137;-SMALLMOUTH_BASS-"
Sinaminda Lake,46.89027778,-81.94944444,"Del Villiano Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46568159,-NORTHERN_PIKE-,,"Sinaminda Lake;46.89027778;-81.94944444;Del Villiano Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46568159;-NORTHERN_PIKE-"
Iron Lake,46.95805556,-80.35416667,"Afton Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578021,-LAKE_TROUT-SPLAKE-,,"Iron Lake;46.95805556;-80.35416667;Afton Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578021;-LAKE_TROUT-SPLAKE-"
Chiniguchi Lake,46.93111111,-80.70333333,"McConnell & Telfer Twps., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578042,-SMALLMOUTH_BASS-,,"Chiniguchi Lake;46.93111111;-80.70333333;McConnell & Telfer Twps., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578042;-SMALLMOUTH_BASS-"
Beaver Lake,46.95888889,-80.86083333,"Fraleck Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578051,-LAKE_TROUT-,,"Beaver Lake;46.95888889;-80.86083333;Fraleck Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578051;-LAKE_TROUT-"
Onaping Lake,47.13888889,-81.52083333,"Emo & Fairbairn Twps., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578130,-SMALLMOUTH_BASS-WALLEYE-,,"Onaping Lake;47.13888889;-81.52083333;Emo & Fairbairn Twps., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578130;-SMALLMOUTH_BASS-WALLEYE-"
Mozhabong Lake,46.93861111,-82.08333333,"Beebe & Del Villano Twps., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578205,-NORTHERN_PIKE-,,"Mozhabong Lake;46.93861111;-82.08333333;Beebe & Del Villano Twps., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578205;-NORTHERN_PIKE-"
Saddle Lake,46.95277778,-83.78805556,"Lamming Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578347,-BROOK_TROUT-,,"Saddle Lake;46.95277778;-83.78805556;Lamming Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578347;-BROOK_TROUT-"
Pancake River,46.95833333,-84.65972222,Algoma Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578444,-RAINBOW_TROUT-,,Pancake River;46.95833333;-84.65972222;Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46578444;-RAINBOW_TROUT-
Driftwood Lake,46.98194444,-79.87944444,"Strathcona & Briggs Twps., Nipissing Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46587952,-SMALLMOUTH_BASS-WALLEYE-,,"Driftwood Lake;46.98194444;-79.87944444;Strathcona & Briggs Twps., Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46587952;-SMALLMOUTH_BASS-WALLEYE-"
Peshu Lake,46.96666667,-83.13333333,"Root Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46588308,-LAKE_TROUT-LAKE_WHITEFISH-NORTHERN_PIKE-LING_(BURBOT)-,,"Peshu Lake;46.96666667;-83.13333333;Root Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46588308;-LAKE_TROUT-LAKE_WHITEFISH-NORTHERN_PIKE-LING_(BURBOT)-"
Chippewa River,46.92916667,-84.42638889,Algoma Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46588421,-RAINBOW_TROUT-,,Chippewa River;46.92916667;-84.42638889;Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46588421;-RAINBOW_TROUT-
Sugarbush Lake,46.98861111,-81.56972222,"Fairbairn Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46598134,-LAKE_TROUT-,,"Sugarbush Lake;46.98861111;-81.56972222;Fairbairn Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46598134;-LAKE_TROUT-"
Labitchie Lake,46.97583333,-82.22361111,"Durban Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46598214,-NORTHERN_PIKE-,,"Labitchie Lake;46.97583333;-82.22361111;Durban Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46598214;-NORTHERN_PIKE-"
Saymo Lake,46.98333333,-83.51666667,"McIIveen Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46598331,-BROOK_TROUT-LAKE_TROUT-,,"Saymo Lake;46.98333333;-83.51666667;McIIveen Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46598331;-BROOK_TROUT-LAKE_TROUT-"
Ward Lake,46.98333333,-83.78333333,"Nahwegezhic Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46598347,-BROOK_TROUT-LAKE_TROUT-,,"Ward Lake;46.98333333;-83.78333333;Nahwegezhic Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=46598347;-BROOK_TROUT-LAKE_TROUT-"
Lake Temagami,47.00638889,-80.07916667,Nipissing Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47008005,-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-LING_(BURBOT)-SMALLMOUTH_BASS-WALLEYE-,,Lake Temagami;47.00638889;-80.07916667;Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47008005;-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-LING_(BURBOT)-SMALLMOUTH_BASS-WALLEYE-
Rome Lake,47.00027778,-81.31555556,"Sweeny Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47008118,-BROOK_TROUT-,,"Rome Lake;47.00027778;-81.31555556;Sweeny Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47008118;-BROOK_TROUT-"
Big Squaw Lake,47.01472222,-81.94611111,"La Fleche Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47018157,-LAKE_TROUT-SMALLMOUTH_BASS-,,"Big Squaw Lake;47.01472222;-81.94611111;La Fleche Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47018157;-LAKE_TROUT-SMALLMOUTH_BASS-"
Mamainse Lake,47.03055556,-84.61833333,"Ryan Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47018436,-BROOK_TROUT-LAKE_TROUT-,,"Mamainse Lake;47.03055556;-84.61833333;Ryan Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47018436;-BROOK_TROUT-LAKE_TROUT-"
Big Turkey Lake,47.04861111,-84.42222222,Algoma Dist.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47028425,-LAKE_TROUT-,,Big Turkey Lake;47.04861111;-84.42222222;Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47028425;-LAKE_TROUT-
Yorston Lake,47.07305556,-80.53944444,"Seagram & Clary Twps, Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47038032,-LAKE_TROUT-SMALLMOUTH_BASS-,,"Yorston Lake;47.07305556;-80.53944444;Seagram & Clary Twps, Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47038032;-LAKE_TROUT-SMALLMOUTH_BASS-"
Stouffer Lake,47.06583333,-80.68277778,"Turner Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47038042,-NORTHERN_PIKE-,,"Stouffer Lake;47.06583333;-80.68277778;Turner Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47038042;-NORTHERN_PIKE-"
Mystery (South Anvil) Lake,47.05444444,-83.52944444,"McIIveen Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47038332,-LAKE_TROUT-,,"Mystery (South Anvil) Lake;47.05444444;-83.52944444;McIIveen Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47038332;-LAKE_TROUT-"
Cassels Lake,47.07166667,-79.72222222,"Cassels & Riddell Twps., Nipissing Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47047943,-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-,,"Cassels Lake;47.07166667;-79.72222222;Cassels & Riddell Twps., Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47047943;-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-"
Link Lake,47.07166667,-79.81777778,"Strathy Twp., Nipissing Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47047949,-NORTHERN_PIKE-WHITE_SUCKER-YELLOW_PERCH-,,"Link Lake;47.07166667;-79.81777778;Strathy Twp., Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47047949;-NORTHERN_PIKE-WHITE_SUCKER-YELLOW_PERCH-"
Tetapaga Lake,47.05555556,-79.87444444,"Strathcona Twp., Nipissing Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47047952,-NORTHERN_PIKE-WHITE_SUCKER-SMALLMOUTH_BASS-,,"Tetapaga Lake;47.05555556;-79.87444444;Strathcona Twp., Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47047952;-NORTHERN_PIKE-WHITE_SUCKER-SMALLMOUTH_BASS-"
Iron Lake,47.06666667,-79.91666667,"Chambers Twp., Nipissing Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47047955,-LAKE_TROUT-,,"Iron Lake;47.06666667;-79.91666667;Chambers Twp., Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47047955;-LAKE_TROUT-"
Anvil Lake,47.07083333,-83.51027778,"Handleman Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47048332,-LAKE_TROUT-,,"Anvil Lake;47.07083333;-83.51027778;Handleman Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47048332;-LAKE_TROUT-"
South Branch Lake,47.07194444,-83.66583333,"Hoffman Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47048339,-BROOK_TROUT-,,"South Branch Lake;47.07194444;-83.66583333;Hoffman Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47048339;-BROOK_TROUT-"
Adelaide Lake,47.06,-84.30527778,"Olsen Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47048418,-LAKE_TROUT-,,"Adelaide Lake;47.06;-84.30527778;Olsen Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47048418;-LAKE_TROUT-"
Kokoko Lake,47.08694444,-80.03416667,"Cynthia Twp., Nipissing Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058002,-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-,,"Kokoko Lake;47.08694444;-80.03416667;Cynthia Twp., Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058002;-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-"
Linger Lake,47.09138889,-80.51527778,"Seagram Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058030,-LAKE_TROUT-NORTHERN_PIKE-,,"Linger Lake;47.09138889;-80.51527778;Seagram Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058030;-LAKE_TROUT-NORTHERN_PIKE-"
Bowland Lake,47.08861111,-80.8425,"Howey Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058050,-LAKE_TROUT-,,"Bowland Lake;47.08861111;-80.8425;Howey Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058050;-LAKE_TROUT-"
Edna Lake,47.07972222,-81.22666667,"Frechette Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058113,-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-,,"Edna Lake;47.07972222;-81.22666667;Frechette Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058113;-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-"
Gong Lake,47.07,-83.53611111,"Handleman Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058332,-BROOK_TROUT-LAKE_TROUT-SPLAKE-,,"Gong Lake;47.07;-83.53611111;Handleman Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058332;-BROOK_TROUT-LAKE_TROUT-SPLAKE-"
Griffin Lake,47.08333333,-84.4,"Norberg Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058424,-BROOK_TROUT-LAKE_TROUT-,,"Griffin Lake;47.08333333;-84.4;Norberg Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47058424;-BROOK_TROUT-LAKE_TROUT-"
Lorrain Lake,47.10444444,-79.61166667,"S. Lorrain Twp., Timiskaming Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47067937,-NORTHERN_PIKE-,,"Lorrain Lake;47.10444444;-79.61166667;S. Lorrain Twp., Timiskaming Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47067937;-NORTHERN_PIKE-"
Net Lake,47.10666667,-79.77777778,"Strathy Twp., Nipissing Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47067946,-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-,,"Net Lake;47.10666667;-79.77777778;Strathy Twp., Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47067946;-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-"
Seagram Lake,47.10111111,-80.53888889,"Seagram Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47068032,-BROOK_TROUT-LAKE_TROUT-,,"Seagram Lake;47.10111111;-80.53888889;Seagram Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47068032;-BROOK_TROUT-LAKE_TROUT-"
Gavor Lake,47.1,-84,"Desbiens Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47068400,-BROOK_TROUT-,,"Gavor Lake;47.1;-84;Desbiens Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47068400;-BROOK_TROUT-"
Dick Lake,47.10861111,-84.35805556,"Norberg Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47068422,-BROOK_TROUT-,,"Dick Lake;47.10861111;-84.35805556;Norberg Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47068422;-BROOK_TROUT-"
Upper Pancake Lake,47.1,-84.61666667,"Kincaid Twp., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47068437,-BROOK_TROUT-LAKE_TROUT-,,"Upper Pancake Lake;47.1;-84.61666667;Kincaid Twp., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47068437;-BROOK_TROUT-LAKE_TROUT-"
Yorston River,47.11194444,-80.57555556,"Pool, Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47078034,-BROOK_TROUT-LAKE_TROUT-,,"Yorston River;47.11194444;-80.57555556;Pool, Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47078034;-BROOK_TROUT-LAKE_TROUT-"
Laundrie Lake,47.11972222,-80.84833333,"Howey Twp., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47078052,-LAKE_TROUT-,,"Laundrie Lake;47.11972222;-80.84833333;Howey Twp., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47078052;-LAKE_TROUT-"
Indian Lake,47.12694444,-82.12638889,"south of Biscotasi Lake, McPhail & Earl Twps.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47078208,-NORTHERN_PIKE-,,"Indian Lake;47.12694444;-82.12638889;south of Biscotasi Lake, McPhail & Earl Twps.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47078208;-NORTHERN_PIKE-"
Lower Notch Lake (Montreal River),47.13333333,-79.46666667,"S. Lorrain Twp., Timiskaming Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47087928,-NORTHERN_PIKE-WALLEYE-,,"Lower Notch Lake (Montreal River);47.13333333;-79.46666667;S. Lorrain Twp., Timiskaming Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47087928;-NORTHERN_PIKE-WALLEYE-"
Thor Lake,47.13472222,-81.28111111,"Lampman & Frechette Twps., Sudbury Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47088117,-NORTHERN_PIKE-WALLEYE-,,"Thor Lake;47.13472222;-81.28111111;Lampman & Frechette Twps., Sudbury Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47088117;-NORTHERN_PIKE-WALLEYE-"
Graham Lake,47.13333333,-83.81666667,"Gaudry & Bracci Twps., Algoma Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47088349,-BROOK_TROUT-,,"Graham Lake;47.13333333;-83.81666667;Gaudry & Bracci Twps., Algoma Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47088349;-BROOK_TROUT-"
Red Squirrel Lake,47.16027778,-80.02388889,"Aston & Banting Twps., Nipissing Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47098001,-WALLEYE-LAKE_TROUT-SMALLMOUTH_BASS-,,"Red Squirrel Lake;47.16027778;-80.02388889;Aston & Banting Twps., Nipissing Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47098001;-WALLEYE-LAKE_TROUT-SMALLMOUTH_BASS-"
Tooth Lake,47.18083333,-79.50777778,"South Lorrain Twp., Timiskaming Dist.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47107930,-LAKE_TROUT-,,"Tooth Lake;47.18083333;-79.50777778;South Lorrain Twp., Timiskaming Dist.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=47107930;-LAKE_TROUT-"
